id,hotelId,name,image,rating,url,category,location,createdAt,updatedAt
1,NULL,"Hotel Artemide",https://s3-media2.fl.yelpcdn.com/bphoto/LdiSgxbpPLs8O7m3oEmbQg/o.jpg,5,https://www.yelp.com/biz/hotel-artemide-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
2,NULL,"iQ Hotel Roma",https://s3-media3.fl.yelpcdn.com/bphoto/giL_kns3Q8wyZI-AgvTAgQ/o.jpg,5,https://www.yelp.com/biz/iq-hotel-roma-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
3,NULL,"Palazzo Navona Hotel",https://s3-media2.fl.yelpcdn.com/bphoto/dMSeH05-sjVvBK1AfX2zGA/o.jpg,4,https://www.yelp.com/biz/palazzo-navona-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
4,NULL,"Hotel Raffaello",https://s3-media3.fl.yelpcdn.com/bphoto/FnRsZ48qdcdU2adUndRSxg/o.jpg,5,https://www.yelp.com/biz/hotel-raffaello-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
5,NULL,"The St. Regis Rome",https://s3-media1.fl.yelpcdn.com/bphoto/fxYHf4jb-bxxQAOl2hIpgA/o.jpg,5,https://www.yelp.com/biz/the-st-regis-rome-roma-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
6,NULL,"Hotel Eden",https://s3-media1.fl.yelpcdn.com/bphoto/e85aUoujM45vu-vRSh6TjA/o.jpg,5,https://www.yelp.com/biz/hotel-eden-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
7,NULL,"The Pantheon Iconic Rome Hotel, Autograph Collection",https://s3-media1.fl.yelpcdn.com/bphoto/sx3hIDGZqlpEwMPSufBaJg/o.jpg,5,https://www.yelp.com/biz/the-pantheon-iconic-rome-hotel-autograph-collection-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
8,NULL,"Hotel Santa Maria",https://s3-media3.fl.yelpcdn.com/bphoto/5RYKUd5q2l7zovslIO7IKQ/o.jpg,5,https://www.yelp.com/biz/hotel-santa-maria-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
9,NULL,"Singer Palace Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/pGS51XFWhPk0_DeRiJ7I2g/o.jpg,5,https://www.yelp.com/biz/singer-palace-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
10,NULL,"Nerva Boutique Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/cosF6d088Go9Vms_CyJ3Og/o.jpg,5,https://www.yelp.com/biz/nerva-boutique-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
11,NULL,"The Inn at The Roman Forum",https://s3-media1.fl.yelpcdn.com/bphoto/tEdFDf5YzDSkze7NEHrJOQ/o.jpg,5,https://www.yelp.com/biz/the-inn-at-the-roman-forum-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
12,NULL,"Rome Cavalieri - A Waldorf Astoria Resort",https://s3-media4.fl.yelpcdn.com/bphoto/gL3p9agJDCeEOZyVInjxJw/o.jpg,4,https://www.yelp.com/biz/rome-cavalieri-a-waldorf-astoria-resort-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
13,NULL,"Trevi 41 Hotel",https://s3-media2.fl.yelpcdn.com/bphoto/scRA-KogcaQDqHN6GKFgLg/o.jpg,5,https://www.yelp.com/biz/trevi-41-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
14,NULL,"VOI Donna Camilla Savelli",https://s3-media1.fl.yelpcdn.com/bphoto/97Q0_phD0bfieprIs8m5Wg/o.jpg,5,https://www.yelp.com/biz/voi-donna-camilla-savelli-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
15,NULL,"The Independent Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/9SuHFZVZl2Ozw9hhJnsFBA/o.jpg,5,https://www.yelp.com/biz/the-independent-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
16,NULL,"Boutique Hotel Campo de Fiori",https://s3-media1.fl.yelpcdn.com/bphoto/VhPXijxFnaLVc7E1OpeBzg/o.jpg,5,https://www.yelp.com/biz/boutique-hotel-campo-de-fiori-roma-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
17,NULL,"Rome Times Hotel",https://s3-media2.fl.yelpcdn.com/bphoto/G5IR_WG8f6NJNsa7U17jGw/o.jpg,5,https://www.yelp.com/biz/rome-times-hotel-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
18,NULL,"Gran Meliá Rome",https://s3-media2.fl.yelpcdn.com/bphoto/P8lkyGzU4xVfIXhjezLovA/o.jpg,4,https://www.yelp.com/biz/gran-meli%C3%A1-rome-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
19,NULL,"Albergo del Senato",https://s3-media1.fl.yelpcdn.com/bphoto/DhHk63PACYKew49bJ8RHvg/o.jpg,5,https://www.yelp.com/biz/albergo-del-senato-roma?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
20,NULL,"Palazzo Naiadi, The Dedica Anthology, Autograph Collection",https://s3-media2.fl.yelpcdn.com/bphoto/To70plq7Rd83EYqGJ9xVSw/o.jpg,4,https://www.yelp.com/biz/palazzo-naiadi-the-dedica-anthology-autograph-collection-rome?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Rome,"2020-12-18 21:56:00","2020-12-18 21:56:00"
21,NULL,"Excelsior Hotel Gallia, a Luxury Collection Hotel, Milan",https://s3-media3.fl.yelpcdn.com/bphoto/ur0i0qLrye7-u2auncNdaA/o.jpg,5,https://www.yelp.com/biz/excelsior-hotel-gallia-a-luxury-collection-hotel-milan-milan?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
22,NULL,"Room Mate Giulia Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/IfO9kNVpWjSNHH8S1uiNcA/o.jpg,5,https://www.yelp.com/biz/room-mate-giulia-hotel-milano-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
23,NULL,"Hotel Principe di Savoia",https://s3-media3.fl.yelpcdn.com/bphoto/hNZtp2jS_XTdfdZhpVDX9A/o.jpg,5,https://www.yelp.com/biz/hotel-principe-di-savoia-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
24,NULL,"Armani Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/RU_ilc7Y3_Wr7rhqp6kZhQ/o.jpg,5,https://www.yelp.com/biz/armani-hotel-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
25,NULL,"Bulgari Hotel Milano",https://s3-media2.fl.yelpcdn.com/bphoto/XP0xc-zI5lfuUFTAh_7IDQ/o.jpg,5,https://www.yelp.com/biz/bulgari-hotel-milano-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
26,NULL,"Park Hyatt Milan",https://s3-media4.fl.yelpcdn.com/bphoto/RlCuVApaA6joP9WXzuxH0g/o.jpg,5,https://www.yelp.com/biz/park-hyatt-milan-milano-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
27,NULL,"NYX Hotel Milano",https://s3-media2.fl.yelpcdn.com/bphoto/lP6XeFau1mDcHlXWIcitaw/o.jpg,5,https://www.yelp.com/biz/nyx-hotel-milano-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
28,NULL,"Four Seasons Hotel Milan",https://s3-media1.fl.yelpcdn.com/bphoto/K2RJ1Y0JE64eZ-8yGcjr8Q/o.jpg,5,https://www.yelp.com/biz/four-seasons-hotel-milan-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
29,NULL,"Chateau Monfort",https://s3-media3.fl.yelpcdn.com/bphoto/oucUZN62ZOa8Wf-oder4og/o.jpg,5,https://www.yelp.com/biz/chateau-monfort-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
30,NULL,"Bio City",https://s3-media2.fl.yelpcdn.com/bphoto/6rT4EvgZMsffsVV8m6DUcA/o.jpg,5,https://www.yelp.com/biz/bio-city-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
31,NULL,"Hotel Glam",https://s3-media3.fl.yelpcdn.com/bphoto/W7DGM2xEo7FJLOGt2ahqGA/o.jpg,5,https://www.yelp.com/biz/hotel-glam-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
32,NULL,"Una Maison",https://s3-media4.fl.yelpcdn.com/bphoto/NmUpqIUhzZLRCSN9c3opHg/o.jpg,5,https://www.yelp.com/biz/una-maison-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
33,NULL,"AC Hotel by Marriott Milano",https://s3-media3.fl.yelpcdn.com/bphoto/qYk7-nr0QXidCBrPpGbyFA/o.jpg,4,https://www.yelp.com/biz/ac-hotel-by-marriott-milano-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
34,NULL,"Hilton Milano",https://s3-media2.fl.yelpcdn.com/bphoto/lPvI4SgIFiWgn26nfdhPsQ/o.jpg,4,https://www.yelp.com/biz/hilton-milano-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
35,NULL,"Hotel Berna",https://s3-media1.fl.yelpcdn.com/bphoto/bHviPhbqm3oM2o4YwgjbqQ/o.jpg,4,https://www.yelp.com/biz/hotel-berna-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
36,NULL,"Hotel Viu Milan",https://s3-media1.fl.yelpcdn.com/bphoto/DQscrPg5hJU2xVpnrADx8Q/o.jpg,4,https://www.yelp.com/biz/hotel-viu-milan-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
37,NULL,"The Westin Palace, Milan",https://s3-media2.fl.yelpcdn.com/bphoto/AQdEMTsDkQDEDIZS24AIcA/o.jpg,4,https://www.yelp.com/biz/the-westin-palace-milan-milano-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
38,NULL,"Hotel Spadari al Duomo",https://s3-media4.fl.yelpcdn.com/bphoto/9av0C3ycnt4yqIUBcVyxIA/o.jpg,5,https://www.yelp.com/biz/hotel-spadari-al-duomo-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
39,NULL,"La Madonnina",https://s3-media2.fl.yelpcdn.com/bphoto/C251svwlFQJYd9q1ATjawQ/o.jpg,4,https://www.yelp.com/biz/la-madonnina-milano-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
40,NULL,"Hotel Gran Duca Di York",,5,https://www.yelp.com/biz/hotel-gran-duca-di-york-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Milan,"2020-12-18 21:56:01","2020-12-18 21:56:01"
41,NULL,"Grand Hotel Santa Lucia",https://s3-media3.fl.yelpcdn.com/bphoto/wcHH-aZ5GxL4buxPGKfmyg/o.jpg,5,https://www.yelp.com/biz/grand-hotel-santa-lucia-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
42,NULL,"Hotel Piazza Bellini",https://s3-media2.fl.yelpcdn.com/bphoto/_lnfXqCUbYw-1l6xZCihuA/o.jpg,5,https://www.yelp.com/biz/hotel-piazza-bellini-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
43,NULL,"Romeo Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/UrFZgymWhyIjzWr63Z-_1g/o.jpg,4,https://www.yelp.com/biz/romeo-hotel-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
44,NULL,"Grand Hotel Vesuvio",https://s3-media3.fl.yelpcdn.com/bphoto/5ya9iOujnkPWEGtDe1CWkw/o.jpg,4,https://www.yelp.com/biz/grand-hotel-vesuvio-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
45,NULL,"La Ciliegina",https://s3-media1.fl.yelpcdn.com/bphoto/UoyJ9I2_sa0zr0Je3IZysA/o.jpg,5,https://www.yelp.com/biz/la-ciliegina-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
46,NULL,"Hotel Principe Napolit'amo",https://s3-media1.fl.yelpcdn.com/bphoto/cTSfJvAJx25TT06zCn8A0g/o.jpg,5,https://www.yelp.com/biz/hotel-principe-napolitamo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
47,NULL,"Grand Hotel Parker's",https://s3-media1.fl.yelpcdn.com/bphoto/A_QuYElApphiWI6ZlYvfuw/o.jpg,4,https://www.yelp.com/biz/grand-hotel-parkers-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
48,NULL,"Royal Continental Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/_uICs5O9YEJtlDPBlkHW_A/o.jpg,4,https://www.yelp.com/biz/royal-continental-hotel-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
49,NULL,"La Terrazza Excelsior",https://s3-media3.fl.yelpcdn.com/bphoto/VeBokNEjO2VJ7x5spX3h2A/o.jpg,4,https://www.yelp.com/biz/la-terrazza-excelsior-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
50,NULL,"Amalfi Coast day tours",https://s3-media2.fl.yelpcdn.com/bphoto/lnXenas2YLoN-8FTbqq0ew/o.jpg,5,https://www.yelp.com/biz/amalfi-coast-day-tours-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Limos,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
51,NULL,"Hotel San Francesco al Monte",https://s3-media3.fl.yelpcdn.com/bphoto/w_E0Yi5hWATdghIgCYEEtQ/o.jpg,4,https://www.yelp.com/biz/hotel-san-francesco-al-monte-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
52,NULL,"Hotel Mediterraneo",https://s3-media1.fl.yelpcdn.com/bphoto/5nKCTsvX0272bLvLPd0HuQ/o.jpg,4,https://www.yelp.com/biz/hotel-mediterraneo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
53,NULL,"Fly Boutique Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/5QMOHi7qtICOmbuXUcRDBw/o.jpg,5,https://www.yelp.com/biz/fly-boutique-hotel-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
54,NULL,"MGallery Palazzo Caracciolo",https://s3-media1.fl.yelpcdn.com/bphoto/lA3kw5wtf2rrDqe8w1pmkQ/o.jpg,4,https://www.yelp.com/biz/mgallery-palazzo-caracciolo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
55,NULL,"Una Hotel Napoli",https://s3-media1.fl.yelpcdn.com/bphoto/wbCKMAZa3USSUG8dpX50hQ/o.jpg,4,https://www.yelp.com/biz/una-hotel-napoli-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
56,NULL,"Starhotels Terminus",https://s3-media2.fl.yelpcdn.com/bphoto/EEXuOmPHltI2rm3nYI43EQ/o.jpg,4,https://www.yelp.com/biz/starhotels-terminus-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
57,NULL,"Hotel Toledo",https://s3-media2.fl.yelpcdn.com/bphoto/qGTR1UkJYFFFFDx4FI39Wg/o.jpg,5,https://www.yelp.com/biz/hotel-toledo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
58,NULL,"ApartHotel Plebiscito",https://s3-media3.fl.yelpcdn.com/bphoto/dg1YBRxr9efaUWH0nuGmxQ/o.jpg,5,https://www.yelp.com/biz/aparthotel-plebiscito-napoli-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
59,NULL,"Hotel Neapolis",https://s3-media1.fl.yelpcdn.com/bphoto/pe063KAFw0C7nBXN5Xm5TQ/o.jpg,5,https://www.yelp.com/biz/hotel-neapolis-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
60,NULL,"Hotel Europeo",https://s3-media1.fl.yelpcdn.com/bphoto/hMBbtiY1AYqst7kie7ppLA/o.jpg,4,https://www.yelp.com/biz/hotel-europeo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Naples,"2020-12-18 21:56:02","2020-12-18 21:56:02"
61,NULL,"Turin Palace Hotel",https://s3-media4.fl.yelpcdn.com/bphoto/0zUdxWOUkrkq1u4KTLliig/o.jpg,5,https://www.yelp.com/biz/turin-palace-hotel-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Turin,"2020-12-18 21:56:04","2020-12-18 21:56:04"
62,NULL,"Hotel Principi di Piemonte",https://s3-media2.fl.yelpcdn.com/bphoto/otyMMsKKFp6ARxt4RMlWCA/o.jpg,5,https://www.yelp.com/biz/hotel-principi-di-piemonte-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Turin,"2020-12-18 21:56:04","2020-12-18 21:56:04"
